1,レディース商品名1,商品説明文！,50000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,154,1,2000/1/1 0:00,2020/1/1 0:00
2,レディース商品名2,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,155,1,2000/1/1 0:00,2020/1/1 0:00
3,メンズ商品名1,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,シュプリーム,1,301,1,2000/1/1 0:00,2020/1/1 0:00
4,レディース商品名3,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,ルイ ヴィトン,1,156,1,2000/1/1 0:00,2020/1/1 0:00
5,レディース商品名4,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,ナイキ,1,157,1,2000/1/1 0:00,2020/1/1 0:00
6,ベビー商品名1,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,5,アークテリクス,1,447,1,2000/1/1 0:00,2020/1/1 0:00
7,コスメ商品名1,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,5,アークテリクス,1,834,1,2000/1/1 0:00,2020/1/1 0:00
8,キッズ商品,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,ナイキ,1,437,1,2000/1/1 0:00,2020/1/1 0:00
9,メンズ商品名2,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,302,1,2000/1/1 0:00,2020/1/1 0:00
10,メンズ商品名3,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,シュプリーム,1,302,1,2000/1/1 0:00,2020/1/1 0:00
11,メンズ商品名4,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,シュプリーム,1,302,1,2000/1/1 0:00,2020/1/1 0:00
12,メンズ商品名5,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,シュプリーム,1,302,1,2000/1/1 0:00,2020/1/1 0:00
13,ベビー商品名2,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,5,ルイ ヴィトン,1,447,1,2000/1/1 0:00,2020/1/1 0:00
14,ベビー商品名3,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,5,ルイ ヴィトン,1,447,1,2000/1/1 0:00,2020/1/1 0:00
15,ベビー商品名4,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,5,ルイ ヴィトン,1,447,1,2000/1/1 0:00,2020/1/1 0:00
16,コスメ商品名2,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,5,シャネル,1,834,1,2000/1/1 0:00,2020/1/1 0:00
17,コスメ商品名3,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,5,シャネル,1,834,1,2000/1/1 0:00,2020/1/1 0:00
18,コスメ商品名4,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,5,ナイキ,1,834,1,2000/1/1 0:00,2020/1/1 0:00
19,売却済アイテム,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,5,ナイキ,1,834,1,2000/1/1 0:00,2020/1/1 0:00
20,レディース商品名5,商品説明文！,50000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,154,1,2000/1/1 0:00,2020/1/1 0:00
21,レディース商品名6,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,155,1,2000/1/1 0:00,2020/1/1 0:00
22,レディース商品名7,商品説明文！,10000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,156,1,2000/1/1 0:00,2020/1/1 0:00
23,レディース商品名8,商品説明文！,4000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,157,1,2000/1/1 0:00,2020/1/1 0:00
24,レディース商品名9,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,158,1,2000/1/1 0:00,2020/1/1 0:00
25,レディース商品名10,商品説明文！,10000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,159,1,2000/1/1 0:00,2020/1/1 0:00
26,レディース商品名11,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,160,1,2000/1/1 0:00,2020/1/1 0:00
27,レディース商品名12,商品説明文！,10000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,161,1,2000/1/1 0:00,2020/1/1 0:00
28,レディース商品名13,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,162,1,2000/1/1 0:00,2020/1/1 0:00
29,レディース商品名14,商品説明文！,10000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,163,1,2000/1/1 0:00,2020/1/1 0:00
30,インテリア商品1,商品説明文！,500000,new_article,yu_mail,within_3days,buyer,1,シャネル,1,520,1,2019/3/30 0:00,2020/1/1 0:00
31,インテリア商品2,商品説明文！,400000,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,520,1,2019/3/30 0:00,2020/1/1 0:00
32,インテリア商品3,商品説明文！,600000,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,520,2,2019/3/30 0:00,2020/1/1 0:00
33,インテリア商品4,商品説明文！,200000,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,520,2,2019/3/30 0:00,2020/1/1 0:00
34,インテリア商品5,商品説明文！,300000,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,520,2,2019/3/30 0:00,2020/1/1 0:00
35,インテリア商品6,商品説明文！,800000,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,520,2,2018/3/30 0:00,2020/1/1 0:00
36,本1,商品説明文！,500,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,615,2,2019/3/30 0:00,2020/1/1 0:00
37,本2,商品説明文！,700,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,615,1,2019/3/30 0:00,2020/1/1 0:00
38,本3,商品説明文！,800,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,615,2,2018/3/30 0:00,2020/1/1 0:00
39,本4,商品説明文！,200,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,615,1,2019/3/30 0:00,2020/1/1 0:00
40,ホビー1,商品説明文！,1500,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,665,1,2015/3/30 0:00,2020/1/1 0:00
41,ホビー2,商品説明文！,2000,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,665,1,2013/3/30 0:00,2020/1/1 0:00
42,家電１,商品説明文！,300000,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,857,2,2013/3/30 0:00,2020/1/1 0:00
43,家電2,商品説明文！,250000,new_article,yu_mail,within_3days,buyer,1,アークテリクス,1,857,2,2013/3/30 0:00,2020/1/1 0:00
44,スポーツ用品1,商品説明文！,2000,new_article,yu_mail,within_3days,buyer,1,ナイキ,5,929,1,2013/3/30 0:00,2020/1/1 0:00
45,スポーツ用品2,商品説明文！,2200,new_article,yu_mail,within_3days,buyer,1,ナイキ,5,929,1,2013/3/30 0:00,2020/1/1 0:00
46,スポーツ用品3,商品説明文！,2500,new_article,yu_mail,within_3days,buyer,1,アディダス,4,929,1,2013/3/30 0:00,2020/1/1 0:00
47,スポーツ用品4,商品説明文！,30000,new_article,yu_mail,within_3days,buyer,1,アディダス,5,929,1,2013/3/30 0:00,2020/1/1 0:00
